baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	tx_name
350.836855996	-0.22111725172385657	0.22177902571845642	-0.9970160659131042	0.31875671171965486	0.38650956485264854	l(2)gl-RB
0.18624910150000001	-1.7475236085666617	4.986886857068667	-0.35042375306542856	0.7260207027457851	NA	Ir21a-RB
3.4527587635	-0.14745576139421593	1.4747291947364247	-0.09998836526767912	0.9203535623245832	NA	Cda5-RA
68.569067634	-0.4988028882022518	0.38433457694121514	-1.2978350586409635	0.1943440196352838	NA	dbr-RF
13.449574511	-0.30010541157166315	0.7587106731480211	-0.3955465794707674	0.6924395528182465	NA	dbr-RC
8.122825258	-0.16609409021627644	0.9634693961867213	-0.172391661710952	0.863129627037299	NA	asRNA:CR44987-RA
268.279580625	-0.7994629826161237	0.23289506241077915	-3.432717612561639	5.975641254038133e-4	0.009998612334512625	galectin-RA
3.56929274	0.8885645384077341	1.4555470275725675	0.6104677633738865	0.5415519915876115	NA	net-RC
60.313455953	-0.40797398953265884	0.4120667651866547	-0.9900676880550123	0.32214103551514844	NA	Zir-RA
266.713869784	-0.6446257918480918	0.23565186238285127	-2.735500518985086	0.006228548810536975	0.04437941235893349	CG11377-RA
75.628609547	-0.2955112988144176	0.35366213147964515	-0.8355751789937556	0.4033939371314707	NA	Nhe1-RB
274.378903235	-1.343696927001209	0.2766277111054488	-4.857419821143659	1.189252689319539e-6	5.210643226400042e-5	Sam-S-RH
474.46207385950004	-1.2614497095430228	0.2450604664187218	-5.147503911902504	2.639755011400442e-7	1.335590333149033e-5	Sam-S-RF
634.0624948085	-0.48843899842027794	0.21119935876787085	-2.3126916732598657	0.02073959716016734	0.07926554670027985	CG4822-RA
503.962585386	-0.29502866202263606	0.23291986809987214	-1.266653052955245	0.20527937355999457	0.28621982258992584	CG3164-RB
247.993281587	-0.48266425297581034	0.23835738654907887	-2.024960333572157	0.04287143747947368	0.11352624056185343	Gs1-RD
13.712566272	0.13261742850879274	0.7654389414431361	0.17325670452402087	0.8624496537469116	NA	ovm-RB
410.2780125675	0.019632969723755476	0.20056033740855447	0.09789058982166468	0.9220191723326092	0.9341076239364934	CG31975-RB
157.791228641	-0.37103970301628314	0.26507013398219276	-1.3997793619450516	0.16157939982610475	0.24291207968197567	CG11454-RA
285.9636209	-0.6133657625801945	0.2427728139754858	-2.526501021824172	0.011520505327990337	0.05978284205611591	ND-15-RA
75.8186484945	-0.12855151724638927	0.3783042951819388	-0.3398098273892573	0.7339997466674135	NA	CG33635-RA
17.5589790295	0.6163842870590885	0.6767773072977469	0.9107638220320994	0.3624198283141591	NA	spen-RA
17.5589790295	0.6163842870590885	0.6767773072977469	0.9107638220320994	0.3624198283141591	NA	spen-RH
72.4647529815	-0.43430507535520313	0.3571639233757852	-1.2159824857177832	0.22399159393224344	NA	Tbc1d15-17-RB
72.4647529815	-0.43430507535520313	0.3571639233757852	-1.2159824857177832	0.22399159393224344	NA	Tbc1d15-17-RA
20.049111520500002	0.2575010289519338	0.6601028684557301	0.39009227388201106	0.6964683157384511	NA	lncRNA:CR44218-RA
67.8696928315	-0.5427035449696157	0.3642611108800483	-1.4898750614866727	0.13625708993164962	NA	Rpp30-RA
0.25	-1.9625112089238155	4.973520362470284	-0.394591972264302	0.693144038989997	NA	CG17075-RA
148.0446241535	-0.8974258291570331	0.276493376070575	-3.24574079101253	0.001171454493525292	0.016377242096981878	mbm-RA
142.023491292	-0.5211049953065224	0.2844741755211471	-1.8318182814024353	0.0669784986330331	0.1446436073121904	CG17078-RB
75.6640677835	-0.042001795190011335	0.3523643629303823	-0.1191998953603312	0.9051169895493696	NA	smo-RA
70.5083013085	-0.4723809122577844	0.3724604300570806	-1.26827140318071	0.20470104566874214	NA	CG3625-RB
